company,growth_score,avg_sentiment,sentiment_count,last_updated
AAPL,50.88211703525295,0.017642340705059,100,2025-07-29 08:15:37 UTC
GOOGL,50.84380952058668,0.0168761904117336,100,2025-07-29 08:15:37 UTC
MSFT,50.805933206060814,0.0161186641212163,100,2025-07-29 08:15:37 UTC
