Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2014-01-02,30.93962287902832,31.139449613489774,30.88966540137841,31.09781679404575,30632200
2014-01-03,30.731475830078125,30.989584736877585,30.47336692327866,30.972932241973883,31134800
2014-01-06,30.082033157348633,30.714811846305473,30.06538066867379,30.681506868955783,43603700
2014-01-07,30.31516456604004,30.381774527154327,30.14864283939208,30.24855778106351,35802800
2014-01-08,29.773956298828125,30.090347118923834,29.624090306294715,29.973782915766552,59971700
2014-01-09,29.582460403442383,29.898851254469797,29.474224019149734,29.873874115961744,36516300
2014-01-10,30.00708770751953,30.098674774080283,29.765631473156873,29.89052350503723,40548800
2014-01-13,29.124534606933594,29.990444928600294,28.99964571078036,29.965467784597113,45901900
2014-01-14,29.79062271118164,29.87388516389492,28.83312832601252,28.91638760258799,41623300
2014-01-15,30.60658073425293,30.631561062252043,29.848909758472132,29.890542579757874,44812600
2014-01-16,30.714818954467773,30.8064060753062,30.231909375689966,30.54829720531956,38018700
2014-01-17,30.290189743041992,30.664862862716422,30.098690854350178,30.664862862716422,46267500
2014-01-21,30.115341186523438,30.656536063895885,30.023757244078077,30.656536063895885,31567300
2014-01-22,29.915510177612305,30.240225752652524,29.765640962034155,30.190268288747365,21904300
2014-01-23,30.023752212524414,30.082034337103348,29.574144529083284,30.048729358447506,43954000
2014-01-24,30.6481990814209,31.264325161358805,30.415067461646675,31.18106591038455,76395500
2014-01-27,29.998760223388672,30.71480110531978,29.957130604328192,30.69814862246832,44420800
2014-01-28,30.19858741760254,30.29849914048109,29.765632383613607,30.073695381902045,36205500
2014-01-29,30.523313522338867,30.70648772481483,29.89053482236168,29.957141602083617,52745900
2014-01-30,30.68984031677246,30.706492808494264,30.16529794401887,30.63155818381518,35036300
2014-01-31,31.505786895751953,31.547416528453528,30.44005305313219,30.764768634796813,93162300
2014-02-03,30.373445510864258,31.630681480754657,30.331815874858233,31.42253012458689,64063100
2014-02-04,30.26521873474121,30.964607714726668,30.181959427465863,30.781436603493106,54697900
2014-02-05,29.82391929626465,30.365113970061994,29.807266810409985,30.215244773506942,55814400
2014-02-06,30.123672485351562,30.18195462640112,29.715694321866174,29.807281450983616,35351800
2014-02-07,30.440052032470703,30.465029176026682,29.9821165596959,30.240225355611038,33260500
2014-02-10,30.63987922668457,30.63987922668457,30.21525185435973,30.498337827955513,26767000
2014-02-11,30.94793701171875,31.022871614638966,30.689831405322423,30.706483892208816,32141400
2014-02-12,31.197723388671875,31.305959797033136,31.056178827998732,31.09780846014824,27051800
2014-02-13,31.31429100036621,31.52244235966018,31.081162494321028,31.081162494321028,37635500
2014-02-14,31.32261085510254,31.455827577581434,31.081157729203863,31.131112015047698,31407500
2014-02-18,31.389720916748047,31.69170700017262,31.38133383663259,31.56588159871522,32834000
2014-02-19,31.46521759033203,31.666542713577037,31.21356358624148,31.22195386635192,29750400
2014-02-20,31.66653823852539,31.767199185945554,31.372942475235824,31.515545217418236,27526100
2014-02-21,31.85947036743164,32.16984346244063,31.758809428501017,31.825915654470247,38021300
2014-02-24,31.616201400756836,31.859468253656615,31.490376035430064,31.61620140075684,32085100
2014-02-25,31.490385055541992,31.750426138342217,31.33100173387294,31.549104216171347,30736500
2014-02-26,31.43166160583496,31.658151137336745,31.196781795414324,31.523935474219446,41041800
2014-02-27,31.758806228637695,31.783970660846517,31.230330752579835,31.414878455319805,33903400
2014-02-28,32.13629913330078,32.26212453510315,31.725261807522795,31.859477489417884,41215000
2014-03-03,31.69171714782715,31.98531624514639,31.448453347134993,31.80915550677273,29717500
2014-03-04,32.220184326171875,32.27890348990455,31.934975588061285,32.044026834973856,26802400
2014-03-05,31.96852684020996,32.102742514167055,31.817533807013973,32.08596515492816,20520100
2014-03-06,32.00208282470703,32.077579344291706,31.78398034592721,31.99369254477862,23582200
2014-03-07,31.792367935180664,32.17823758042105,31.61620727108924,32.11112814649024,26591600
2014-03-10,31.725263595581055,31.88464372682854,31.641379989651735,31.867869565606235,19006600
2014-03-11,31.893030166625977,32.06918763783617,31.641376179189397,31.767201572930652,25216400
2014-03-12,32.10273742675781,32.23695307944538,31.70009046869511,31.708477547008393,30494100
2014-03-13,31.783992767333984,32.25374942832885,31.574280486525545,32.228581778662125,32169700
2014-03-14,31.62459945678711,31.99369176579541,31.465216141570014,31.582657658028868,27195600
2014-03-17,31.918193817138672,32.22017987458641,31.70009455340085,31.79236842650477,20479600
2014-03-18,33.17647171020508,33.47007073062196,32.06080439249339,32.09435591486449,64063900
2014-03-19,32.941585540771484,33.1764621293124,32.63959952695973,33.10935590399507,35597200
2014-03-20,33.830780029296875,34.09921143999679,32.916434536614396,32.92482161821853,59269800
2014-03-21,33.68816375732422,34.34246472115152,33.562335171994114,34.15792018260891,80721800
2014-03-24,33.97338104248047,34.090819378535805,33.436518249110556,33.83916534413799,46098400
2014-03-25,33.83915710449219,34.38441004621695,33.52039369856291,34.10758843581561,43193100
2014-03-26,33.37778854370117,34.149527765543354,33.21840525226802,33.95659296008281,41977500
2014-03-27,33.017086029052734,33.5287842586624,33.00030867071017,33.33584943765372,35369200
2014-03-28,33.805606842041016,34.090815569143174,33.285521469073885,33.377795351364924,43472700
2014-03-31,34.38440704345703,34.812218440407754,33.88948621955911,33.914650654687506,46886300
2014-04-01,34.74512481689453,34.88773081404326,34.45152894034576,34.51863839781694,32605000
2014-04-02,34.68638610839844,34.946430309726175,34.535393114073074,34.76188260556112,28666700
2014-04-03,34.401180267333984,34.63606005532598,34.14952632301369,34.63606005532598,30139600
2014-04-04,33.44489669799805,34.71994710313265,33.251961881425245,34.602508797388666,51409600
2014-04-07,33.38617706298828,33.78043696939561,33.33584818979843,33.52039272475085,37559600
2014-04-08,33.4029541015625,33.495227968133996,32.8828688171958,33.344234950099505,35918600
2014-04-09,33.948211669921875,34.01531790937231,33.453290754152455,33.49523255380325,27398700
2014-04-10,33.017086029052734,34.13275315922533,32.79059649135892,33.92304097987408,45960800
2014-04-11,32.891258239746094,33.37779204362726,32.71510077280457,32.71510077280457,34330200
2014-04-14,32.866085052490234,33.05901982682137,32.63120849242679,32.807365912474374,32006600
2014-04-15,33.34423828125,33.52039575323744,32.757043508004465,33.00031041691326,33968700
2014-04-16,33.889503479003906,33.90627764432995,33.478466029500815,33.60429466913274,30615800
2014-04-17,33.56233215332031,33.72171544039699,33.142907839882426,33.56233215332031,36688400
2014-04-21,33.50361633300781,33.67977699411268,33.37779094645163,33.66299963591441,22221200
2014-04-22,33.54555892944336,33.67138430700104,33.41134327340964,33.5203912939689,27056700
2014-04-23,33.293907165527344,33.54556436129953,33.10936260856969,33.54556436129953,24602800
2014-04-24,33.4365234375,33.52879734442022,32.966766820431246,33.33586244811211,42381600
2014-04-25,33.478458404541016,34.124372420959894,33.34424271281466,33.79722187237405,56876800
2014-04-28,34.283748626708984,34.63606677709405,33.62944760450632,33.671389403373695,50610200
2014-04-29,33.981773376464844,34.55219098258277,33.881112387136724,34.476694440597896,29636200
2014-04-30,33.889503479003906,33.97338710545503,33.69656537824689,33.889503479003906,35458700
