company,weighted_sentiment_sum,article_count,normalized_sentiment,ml_prediction,ml_prediction_score,final_score
GOOGL,1.948964012973078,100,0.0194896401297307,up,1,1.0194896401297306
MSFT,1.869892294966267,100,0.0186989229496626,up,1,1.0186989229496626
AAPL,1.583470077321213,100,0.0158347007732121,up,1,1.015834700773212
